image_path,label,label_id
spectrogram_images\cel_205.png,cel,0
spectrogram_images\cel_206.png,cel,0
spectrogram_images\cel_207.png,cel,0
spectrogram_images\cel_208.png,cel,0
spectrogram_images\cel_209.png,cel,0
spectrogram_images\cel_21.png,cel,0
spectrogram_images\cel_210.png,cel,0
spectrogram_images\cel_211.png,cel,0
spectrogram_images\cel_212.png,cel,0
spectrogram_images\cel_213.png,cel,0
spectrogram_images\cel_214.png,cel,0
spectrogram_images\cel_215.png,cel,0
spectrogram_images\cel_216.png,cel,0
spectrogram_images\cel_217.png,cel,0
spectrogram_images\cel_218.png,cel,0
spectrogram_images\cel_219.png,cel,0
spectrogram_images\cel_22.png,cel,0
spectrogram_images\cel_220.png,cel,0
spectrogram_images\cel_221.png,cel,0
spectrogram_images\cel_222.png,cel,0
spectrogram_images\cel_223.png,cel,0
spectrogram_images\cel_224.png,cel,0
spectrogram_images\cel_225.png,cel,0
spectrogram_images\cel_226.png,cel,0
spectrogram_images\cel_227.png,cel,0
spectrogram_images\cel_228.png,cel,0
spectrogram_images\cel_229.png,cel,0
spectrogram_images\cel_23.png,cel,0
spectrogram_images\cel_230.png,cel,0
spectrogram_images\cel_231.png,cel,0
spectrogram_images\cel_232.png,cel,0
spectrogram_images\cel_233.png,cel,0
spectrogram_images\cel_234.png,cel,0
spectrogram_images\cel_235.png,cel,0
spectrogram_images\cel_236.png,cel,0
spectrogram_images\cel_237.png,cel,0
spectrogram_images\cel_238.png,cel,0
spectrogram_images\cel_239.png,cel,0
spectrogram_images\cel_24.png,cel,0
spectrogram_images\cel_240.png,cel,0
spectrogram_images\cel_241.png,cel,0
spectrogram_images\cel_242.png,cel,0
spectrogram_images\cel_243.png,cel,0
spectrogram_images\cel_244.png,cel,0
spectrogram_images\cel_245.png,cel,0
spectrogram_images\cel_246.png,cel,0
spectrogram_images\cel_247.png,cel,0
spectrogram_images\cel_248.png,cel,0
spectrogram_images\cel_249.png,cel,0
spectrogram_images\cel_25.png,cel,0
spectrogram_images\cel_250.png,cel,0
spectrogram_images\cel_251.png,cel,0
spectrogram_images\cel_252.png,cel,0
spectrogram_images\cel_253.png,cel,0
spectrogram_images\cel_254.png,cel,0
spectrogram_images\cel_255.png,cel,0
spectrogram_images\cel_256.png,cel,0
spectrogram_images\cel_257.png,cel,0
spectrogram_images\cel_258.png,cel,0
spectrogram_images\cel_259.png,cel,0
spectrogram_images\cel_26.png,cel,0
spectrogram_images\cel_260.png,cel,0
spectrogram_images\cel_261.png,cel,0
spectrogram_images\cel_262.png,cel,0
spectrogram_images\cel_263.png,cel,0
spectrogram_images\cel_264.png,cel,0
spectrogram_images\cel_265.png,cel,0
spectrogram_images\cel_266.png,cel,0
spectrogram_images\cel_267.png,cel,0
spectrogram_images\cel_268.png,cel,0
spectrogram_images\cel_269.png,cel,0
spectrogram_images\cel_27.png,cel,0
spectrogram_images\cel_270.png,cel,0
spectrogram_images\cel_271.png,cel,0
spectrogram_images\cel_272.png,cel,0
spectrogram_images\cel_273.png,cel,0
spectrogram_images\cel_274.png,cel,0
spectrogram_images\cel_275.png,cel,0
spectrogram_images\cel_276.png,cel,0
spectrogram_images\cel_277.png,cel,0
spectrogram_images\cel_278.png,cel,0
spectrogram_images\cel_279.png,cel,0
spectrogram_images\cel_28.png,cel,0
spectrogram_images\cel_280.png,cel,0
spectrogram_images\cel_281.png,cel,0
spectrogram_images\cel_282.png,cel,0
spectrogram_images\cel_283.png,cel,0
spectrogram_images\cel_284.png,cel,0
spectrogram_images\cel_285.png,cel,0
spectrogram_images\cel_286.png,cel,0
spectrogram_images\cel_287.png,cel,0
spectrogram_images\cel_288.png,cel,0
spectrogram_images\cel_289.png,cel,0
spectrogram_images\cel_29.png,cel,0
spectrogram_images\cel_290.png,cel,0
spectrogram_images\cel_291.png,cel,0
spectrogram_images\cel_292.png,cel,0
spectrogram_images\cel_293.png,cel,0
spectrogram_images\cel_294.png,cel,0
spectrogram_images\cel_295.png,cel,0
spectrogram_images\cel_296.png,cel,0
spectrogram_images\cel_297.png,cel,0
spectrogram_images\cel_298.png,cel,0
spectrogram_images\cel_299.png,cel,0
spectrogram_images\cel_3.png,cel,0
spectrogram_images\cel_30.png,cel,0
spectrogram_images\cel_300.png,cel,0
spectrogram_images\cel_301.png,cel,0
spectrogram_images\cel_302.png,cel,0
spectrogram_images\cel_303.png,cel,0
spectrogram_images\cel_304.png,cel,0
spectrogram_images\cel_305.png,cel,0
spectrogram_images\cel_306.png,cel,0
spectrogram_images\cel_307.png,cel,0
spectrogram_images\cel_308.png,cel,0
spectrogram_images\cel_309.png,cel,0
spectrogram_images\cel_31.png,cel,0
spectrogram_images\cel_310.png,cel,0
spectrogram_images\cel_311.png,cel,0
spectrogram_images\cel_312.png,cel,0
spectrogram_images\cel_313.png,cel,0
spectrogram_images\cel_314.png,cel,0
spectrogram_images\cel_315.png,cel,0
spectrogram_images\cel_316.png,cel,0
spectrogram_images\cel_317.png,cel,0
spectrogram_images\cel_318.png,cel,0
spectrogram_images\cel_319.png,cel,0
spectrogram_images\cel_32.png,cel,0
spectrogram_images\cel_320.png,cel,0
spectrogram_images\cel_321.png,cel,0
spectrogram_images\cel_322.png,cel,0
spectrogram_images\cel_323.png,cel,0
spectrogram_images\cel_324.png,cel,0
spectrogram_images\cel_325.png,cel,0
spectrogram_images\cel_326.png,cel,0
spectrogram_images\cel_327.png,cel,0
spectrogram_images\cel_328.png,cel,0
spectrogram_images\cel_329.png,cel,0
spectrogram_images\cel_33.png,cel,0
spectrogram_images\cel_330.png,cel,0
spectrogram_images\cel_331.png,cel,0
spectrogram_images\cel_332.png,cel,0
spectrogram_images\cel_333.png,cel,0
spectrogram_images\cel_334.png,cel,0
spectrogram_images\cel_335.png,cel,0
spectrogram_images\cel_336.png,cel,0
spectrogram_images\cel_337.png,cel,0
spectrogram_images\cel_338.png,cel,0
spectrogram_images\cel_339.png,cel,0
spectrogram_images\cel_34.png,cel,0
spectrogram_images\cel_340.png,cel,0
spectrogram_images\cel_341.png,cel,0
spectrogram_images\cel_342.png,cel,0
spectrogram_images\cel_343.png,cel,0
spectrogram_images\cel_344.png,cel,0
spectrogram_images\cel_345.png,cel,0
spectrogram_images\cel_346.png,cel,0
spectrogram_images\cel_347.png,cel,0
spectrogram_images\cel_348.png,cel,0
spectrogram_images\cel_349.png,cel,0
spectrogram_images\cel_35.png,cel,0
spectrogram_images\cel_350.png,cel,0
spectrogram_images\cel_351.png,cel,0
spectrogram_images\cel_352.png,cel,0
spectrogram_images\cel_353.png,cel,0
spectrogram_images\cel_354.png,cel,0
spectrogram_images\cel_355.png,cel,0
spectrogram_images\cel_356.png,cel,0
spectrogram_images\cel_357.png,cel,0
spectrogram_images\cel_358.png,cel,0
spectrogram_images\cel_359.png,cel,0
spectrogram_images\cel_36.png,cel,0
spectrogram_images\cel_360.png,cel,0
spectrogram_images\cel_361.png,cel,0
spectrogram_images\cel_362.png,cel,0
spectrogram_images\cel_363.png,cel,0
spectrogram_images\cel_364.png,cel,0
spectrogram_images\cel_365.png,cel,0
spectrogram_images\cel_366.png,cel,0
spectrogram_images\cel_367.png,cel,0
spectrogram_images\cel_368.png,cel,0
spectrogram_images\cel_369.png,cel,0
spectrogram_images\cel_37.png,cel,0
spectrogram_images\cel_370.png,cel,0
spectrogram_images\cel_371.png,cel,0
spectrogram_images\cel_372.png,cel,0
spectrogram_images\cel_373.png,cel,0
spectrogram_images\cel_374.png,cel,0
spectrogram_images\cel_375.png,cel,0
spectrogram_images\cel_376.png,cel,0
spectrogram_images\cel_377.png,cel,0
spectrogram_images\cel_378.png,cel,0
spectrogram_images\cel_379.png,cel,0
spectrogram_images\cel_38.png,cel,0
spectrogram_images\cel_380.png,cel,0
spectrogram_images\cel_381.png,cel,0
spectrogram_images\cel_382.png,cel,0
spectrogram_images\cel_383.png,cel,0
spectrogram_images\cel_384.png,cel,0
spectrogram_images\cel_385.png,cel,0
spectrogram_images\cel_386.png,cel,0
spectrogram_images\cel_387.png,cel,0
spectrogram_images\cel_39.png,cel,0
spectrogram_images\cel_4.png,cel,0
spectrogram_images\cel_40.png,cel,0
spectrogram_images\cel_41.png,cel,0
spectrogram_images\cel_42.png,cel,0
spectrogram_images\cel_43.png,cel,0
spectrogram_images\cel_44.png,cel,0
spectrogram_images\cel_45.png,cel,0
spectrogram_images\cel_46.png,cel,0
spectrogram_images\cel_47.png,cel,0
spectrogram_images\cel_48.png,cel,0
spectrogram_images\cel_49.png,cel,0
spectrogram_images\cel_5.png,cel,0
spectrogram_images\cel_50.png,cel,0
spectrogram_images\cel_51.png,cel,0
spectrogram_images\cel_52.png,cel,0
spectrogram_images\cel_53.png,cel,0
spectrogram_images\cel_54.png,cel,0
spectrogram_images\cel_55.png,cel,0
spectrogram_images\cel_56.png,cel,0
spectrogram_images\cel_57.png,cel,0
spectrogram_images\cel_58.png,cel,0
spectrogram_images\cel_59.png,cel,0
spectrogram_images\cel_6.png,cel,0
spectrogram_images\cel_60.png,cel,0
spectrogram_images\cel_61.png,cel,0
spectrogram_images\cel_62.png,cel,0
spectrogram_images\cel_63.png,cel,0
spectrogram_images\cel_64.png,cel,0
spectrogram_images\cel_65.png,cel,0
spectrogram_images\cel_66.png,cel,0
spectrogram_images\cel_67.png,cel,0
spectrogram_images\cel_68.png,cel,0
spectrogram_images\cel_69.png,cel,0
spectrogram_images\cel_7.png,cel,0
spectrogram_images\cel_70.png,cel,0
spectrogram_images\cel_71.png,cel,0
spectrogram_images\cel_72.png,cel,0
spectrogram_images\cel_73.png,cel,0
spectrogram_images\cel_74.png,cel,0
spectrogram_images\cel_75.png,cel,0
spectrogram_images\cel_76.png,cel,0
spectrogram_images\cel_77.png,cel,0
spectrogram_images\cel_78.png,cel,0
spectrogram_images\cel_79.png,cel,0
spectrogram_images\cel_8.png,cel,0
spectrogram_images\cel_80.png,cel,0
spectrogram_images\cel_81.png,cel,0
spectrogram_images\cel_82.png,cel,0
spectrogram_images\cel_83.png,cel,0
spectrogram_images\cel_84.png,cel,0
spectrogram_images\cel_85.png,cel,0
spectrogram_images\cel_86.png,cel,0
spectrogram_images\cel_87.png,cel,0
spectrogram_images\cel_88.png,cel,0
spectrogram_images\cel_89.png,cel,0
spectrogram_images\cel_9.png,cel,0
spectrogram_images\cel_90.png,cel,0
spectrogram_images\cel_91.png,cel,0
spectrogram_images\cel_92.png,cel,0
spectrogram_images\cel_93.png,cel,0
spectrogram_images\cel_94.png,cel,0
spectrogram_images\cel_95.png,cel,0
spectrogram_images\cel_96.png,cel,0
spectrogram_images\cel_97.png,cel,0
spectrogram_images\cel_98.png,cel,0
spectrogram_images\cel_99.png,cel,0
spectrogram_images\cla_388.png,cla,1
spectrogram_images\cla_389.png,cla,1
spectrogram_images\cla_390.png,cla,1
spectrogram_images\cla_391.png,cla,1
spectrogram_images\cla_392.png,cla,1
spectrogram_images\cla_393.png,cla,1
spectrogram_images\cla_394.png,cla,1
spectrogram_images\cla_395.png,cla,1
spectrogram_images\cla_396.png,cla,1
spectrogram_images\cla_397.png,cla,1
spectrogram_images\cla_398.png,cla,1
spectrogram_images\cla_399.png,cla,1
spectrogram_images\cla_400.png,cla,1
spectrogram_images\cla_401.png,cla,1
spectrogram_images\cla_402.png,cla,1
spectrogram_images\cla_403.png,cla,1
spectrogram_images\cla_404.png,cla,1
spectrogram_images\cla_405.png,cla,1
spectrogram_images\cla_406.png,cla,1
spectrogram_images\cla_407.png,cla,1
spectrogram_images\cla_408.png,cla,1
spectrogram_images\cla_409.png,cla,1
spectrogram_images\cla_410.png,cla,1
spectrogram_images\cla_411.png,cla,1
spectrogram_images\cla_412.png,cla,1
spectrogram_images\cla_413.png,cla,1
spectrogram_images\cla_414.png,cla,1
spectrogram_images\cla_415.png,cla,1
spectrogram_images\cla_416.png,cla,1
spectrogram_images\cla_417.png,cla,1
spectrogram_images\cla_418.png,cla,1
spectrogram_images\cla_419.png,cla,1
spectrogram_images\cla_420.png,cla,1
spectrogram_images\cla_421.png,cla,1
spectrogram_images\cla_422.png,cla,1
spectrogram_images\cla_423.png,cla,1
spectrogram_images\cla_424.png,cla,1
spectrogram_images\cla_425.png,cla,1
spectrogram_images\cla_426.png,cla,1
spectrogram_images\cla_427.png,cla,1
spectrogram_images\cla_428.png,cla,1
spectrogram_images\cla_429.png,cla,1
spectrogram_images\cla_430.png,cla,1
spectrogram_images\cla_431.png,cla,1
spectrogram_images\cla_432.png,cla,1
spectrogram_images\cla_433.png,cla,1
spectrogram_images\cla_434.png,cla,1
spectrogram_images\cla_435.png,cla,1
spectrogram_images\cla_436.png,cla,1
spectrogram_images\cla_437.png,cla,1
spectrogram_images\cla_438.png,cla,1
spectrogram_images\cla_439.png,cla,1
spectrogram_images\cla_440.png,cla,1
spectrogram_images\cla_441.png,cla,1
spectrogram_images\cla_442.png,cla,1
spectrogram_images\cla_443.png,cla,1
spectrogram_images\cla_444.png,cla,1
spectrogram_images\cla_445.png,cla,1
spectrogram_images\cla_446.png,cla,1
spectrogram_images\cla_447.png,cla,1
spectrogram_images\cla_448.png,cla,1
spectrogram_images\cla_449.png,cla,1
spectrogram_images\cla_450.png,cla,1
spectrogram_images\cla_451.png,cla,1
spectrogram_images\cla_452.png,cla,1
spectrogram_images\cla_453.png,cla,1
spectrogram_images\cla_454.png,cla,1
spectrogram_images\cla_455.png,cla,1
spectrogram_images\cla_456.png,cla,1
spectrogram_images\cla_457.png,cla,1
spectrogram_images\cla_458.png,cla,1
spectrogram_images\cla_459.png,cla,1
spectrogram_images\cla_460.png,cla,1
spectrogram_images\cla_461.png,cla,1
spectrogram_images\cla_462.png,cla,1
spectrogram_images\cla_463.png,cla,1
spectrogram_images\cla_464.png,cla,1
spectrogram_images\cla_465.png,cla,1
spectrogram_images\cla_466.png,cla,1
spectrogram_images\cla_467.png,cla,1
spectrogram_images\cla_468.png,cla,1
spectrogram_images\cla_469.png,cla,1
spectrogram_images\cla_470.png,cla,1
spectrogram_images\cla_471.png,cla,1
spectrogram_images\cla_472.png,cla,1
spectrogram_images\cla_473.png,cla,1
spectrogram_images\cla_474.png,cla,1
spectrogram_images\cla_475.png,cla,1
spectrogram_images\cla_476.png,cla,1
spectrogram_images\cla_477.png,cla,1
spectrogram_images\cla_478.png,cla,1
spectrogram_images\cla_479.png,cla,1
spectrogram_images\cla_480.png,cla,1
spectrogram_images\cla_481.png,cla,1
spectrogram_images\cla_482.png,cla,1
spectrogram_images\cla_483.png,cla,1
spectrogram_images\cla_484.png,cla,1
spectrogram_images\cla_485.png,cla,1
spectrogram_images\cla_486.png,cla,1
spectrogram_images\cla_487.png,cla,1
spectrogram_images\cla_488.png,cla,1
spectrogram_images\cla_489.png,cla,1
spectrogram_images\cla_490.png,cla,1
spectrogram_images\cla_491.png,cla,1
spectrogram_images\cla_492.png,cla,1
spectrogram_images\cla_493.png,cla,1
spectrogram_images\cla_494.png,cla,1
spectrogram_images\cla_495.png,cla,1
spectrogram_images\cla_496.png,cla,1
spectrogram_images\cla_497.png,cla,1
spectrogram_images\cla_498.png,cla,1
spectrogram_images\cla_499.png,cla,1
spectrogram_images\cla_500.png,cla,1
spectrogram_images\cla_501.png,cla,1
spectrogram_images\cla_502.png,cla,1
spectrogram_images\cla_503.png,cla,1
spectrogram_images\cla_504.png,cla,1
spectrogram_images\cla_505.png,cla,1
spectrogram_images\cla_506.png,cla,1
spectrogram_images\cla_507.png,cla,1
spectrogram_images\cla_508.png,cla,1
spectrogram_images\cla_509.png,cla,1
spectrogram_images\cla_510.png,cla,1
spectrogram_images\cla_511.png,cla,1
spectrogram_images\cla_512.png,cla,1
spectrogram_images\cla_513.png,cla,1
spectrogram_images\cla_514.png,cla,1
spectrogram_images\cla_515.png,cla,1
spectrogram_images\cla_516.png,cla,1
spectrogram_images\cla_517.png,cla,1
spectrogram_images\cla_518.png,cla,1
spectrogram_images\cla_519.png,cla,1
spectrogram_images\cla_520.png,cla,1
spectrogram_images\cla_521.png,cla,1
spectrogram_images\cla_522.png,cla,1
spectrogram_images\cla_523.png,cla,1
spectrogram_images\cla_524.png,cla,1
spectrogram_images\cla_525.png,cla,1
spectrogram_images\cla_526.png,cla,1
spectrogram_images\cla_527.png,cla,1
spectrogram_images\cla_528.png,cla,1
spectrogram_images\cla_529.png,cla,1
spectrogram_images\cla_530.png,cla,1
spectrogram_images\cla_531.png,cla,1
spectrogram_images\cla_532.png,cla,1
spectrogram_images\cla_533.png,cla,1
spectrogram_images\cla_534.png,cla,1
spectrogram_images\cla_535.png,cla,1
spectrogram_images\cla_536.png,cla,1
spectrogram_images\cla_537.png,cla,1
spectrogram_images\cla_538.png,cla,1
spectrogram_images\cla_539.png,cla,1
spectrogram_images\cla_540.png,cla,1
spectrogram_images\cla_541.png,cla,1
spectrogram_images\cla_542.png,cla,1
spectrogram_images\cla_543.png,cla,1
spectrogram_images\cla_544.png,cla,1
spectrogram_images\cla_545.png,cla,1
spectrogram_images\cla_546.png,cla,1
spectrogram_images\cla_547.png,cla,1
spectrogram_images\cla_548.png,cla,1
spectrogram_images\cla_549.png,cla,1
spectrogram_images\cla_550.png,cla,1
spectrogram_images\cla_551.png,cla,1
spectrogram_images\cla_552.png,cla,1
spectrogram_images\cla_553.png,cla,1
spectrogram_images\cla_554.png,cla,1
spectrogram_images\cla_555.png,cla,1
spectrogram_images\cla_556.png,cla,1
spectrogram_images\cla_557.png,cla,1
spectrogram_images\cla_558.png,cla,1
spectrogram_images\cla_559.png,cla,1
spectrogram_images\cla_560.png,cla,1
spectrogram_images\cla_561.png,cla,1
spectrogram_images\cla_562.png,cla,1
spectrogram_images\cla_563.png,cla,1
spectrogram_images\cla_564.png,cla,1
spectrogram_images\cla_565.png,cla,1
spectrogram_images\cla_566.png,cla,1
spectrogram_images\cla_567.png,cla,1
spectrogram_images\cla_568.png,cla,1
spectrogram_images\cla_569.png,cla,1
spectrogram_images\cla_570.png,cla,1
spectrogram_images\cla_571.png,cla,1
spectrogram_images\cla_572.png,cla,1
spectrogram_images\cla_573.png,cla,1
spectrogram_images\cla_574.png,cla,1
spectrogram_images\cla_575.png,cla,1
spectrogram_images\cla_576.png,cla,1
spectrogram_images\cla_577.png,cla,1
spectrogram_images\cla_578.png,cla,1
spectrogram_images\cla_579.png,cla,1
spectrogram_images\cla_580.png,cla,1
spectrogram_images\cla_581.png,cla,1
spectrogram_images\cla_582.png,cla,1
spectrogram_images\cla_583.png,cla,1
spectrogram_images\cla_584.png,cla,1
spectrogram_images\cla_585.png,cla,1
spectrogram_images\cla_586.png,cla,1
spectrogram_images\cla_587.png,cla,1
spectrogram_images\cla_588.png,cla,1
spectrogram_images\cla_589.png,cla,1
spectrogram_images\cla_590.png,cla,1
spectrogram_images\cla_591.png,cla,1
spectrogram_images\cla_592.png,cla,1
spectrogram_images\cla_593.png,cla,1
spectrogram_images\cla_594.png,cla,1
spectrogram_images\cla_595.png,cla,1
spectrogram_images\cla_596.png,cla,1
spectrogram_images\cla_597.png,cla,1
spectrogram_images\cla_598.png,cla,1
spectrogram_images\cla_599.png,cla,1
spectrogram_images\cla_600.png,cla,1
spectrogram_images\cla_601.png,cla,1
spectrogram_images\cla_602.png,cla,1
spectrogram_images\cla_603.png,cla,1
spectrogram_images\cla_604.png,cla,1
spectrogram_images\cla_605.png,cla,1
spectrogram_images\cla_606.png,cla,1
spectrogram_images\cla_607.png,cla,1
spectrogram_images\cla_608.png,cla,1
spectrogram_images\cla_609.png,cla,1
spectrogram_images\cla_610.png,cla,1
spectrogram_images\cla_611.png,cla,1
spectrogram_images\cla_612.png,cla,1
spectrogram_images\cla_613.png,cla,1
spectrogram_images\cla_614.png,cla,1
spectrogram_images\cla_615.png,cla,1
spectrogram_images\cla_616.png,cla,1
spectrogram_images\cla_617.png,cla,1
spectrogram_images\cla_618.png,cla,1
spectrogram_images\cla_619.png,cla,1
spectrogram_images\cla_620.png,cla,1
spectrogram_images\cla_621.png,cla,1
spectrogram_images\cla_622.png,cla,1
spectrogram_images\cla_623.png,cla,1
spectrogram_images\cla_624.png,cla,1
spectrogram_images\cla_625.png,cla,1
spectrogram_images\cla_626.png,cla,1
spectrogram_images\cla_627.png,cla,1
spectrogram_images\cla_628.png,cla,1
spectrogram_images\cla_629.png,cla,1
spectrogram_images\cla_630.png,cla,1
spectrogram_images\cla_631.png,cla,1
spectrogram_images\cla_632.png,cla,1
spectrogram_images\cla_633.png,cla,1
spectrogram_images\cla_634.png,cla,1
spectrogram_images\cla_635.png,cla,1
spectrogram_images\cla_636.png,cla,1
spectrogram_images\cla_637.png,cla,1
spectrogram_images\cla_638.png,cla,1
spectrogram_images\cla_639.png,cla,1
spectrogram_images\cla_640.png,cla,1
spectrogram_images\cla_641.png,cla,1
spectrogram_images\cla_642.png,cla,1
spectrogram_images\cla_643.png,cla,1
spectrogram_images\cla_644.png,cla,1
spectrogram_images\cla_645.png,cla,1
spectrogram_images\cla_646.png,cla,1
spectrogram_images\cla_647.png,cla,1
spectrogram_images\cla_648.png,cla,1
spectrogram_images\cla_649.png,cla,1
spectrogram_images\cla_650.png,cla,1
spectrogram_images\cla_651.png,cla,1
spectrogram_images\cla_652.png,cla,1
spectrogram_images\cla_653.png,cla,1
spectrogram_images\cla_654.png,cla,1
spectrogram_images\cla_655.png,cla,1
spectrogram_images\cla_656.png,cla,1
spectrogram_images\cla_657.png,cla,1
spectrogram_images\cla_658.png,cla,1
spectrogram_images\cla_659.png,cla,1
spectrogram_images\cla_660.png,cla,1
spectrogram_images\cla_661.png,cla,1
spectrogram_images\cla_662.png,cla,1
spectrogram_images\cla_663.png,cla,1
spectrogram_images\cla_664.png,cla,1
spectrogram_images\cla_665.png,cla,1
spectrogram_images\cla_666.png,cla,1
spectrogram_images\cla_667.png,cla,1
spectrogram_images\cla_668.png,cla,1
spectrogram_images\cla_669.png,cla,1
spectrogram_images\cla_670.png,cla,1
spectrogram_images\cla_671.png,cla,1
spectrogram_images\cla_672.png,cla,1
spectrogram_images\cla_673.png,cla,1
spectrogram_images\cla_674.png,cla,1
spectrogram_images\cla_675.png,cla,1
spectrogram_images\cla_676.png,cla,1
spectrogram_images\cla_677.png,cla,1
spectrogram_images\cla_678.png,cla,1
spectrogram_images\cla_679.png,cla,1
spectrogram_images\cla_680.png,cla,1
spectrogram_images\cla_681.png,cla,1
spectrogram_images\cla_682.png,cla,1
spectrogram_images\cla_683.png,cla,1
spectrogram_images\cla_684.png,cla,1
spectrogram_images\cla_685.png,cla,1
spectrogram_images\cla_686.png,cla,1
spectrogram_images\cla_687.png,cla,1
spectrogram_images\cla_688.png,cla,1
spectrogram_images\cla_689.png,cla,1
spectrogram_images\cla_690.png,cla,1
spectrogram_images\cla_691.png,cla,1
spectrogram_images\cla_692.png,cla,1
spectrogram_images\cla_693.png,cla,1
spectrogram_images\cla_694.png,cla,1
spectrogram_images\cla_695.png,cla,1
spectrogram_images\cla_696.png,cla,1
spectrogram_images\cla_697.png,cla,1
spectrogram_images\cla_698.png,cla,1
