file_name,instrument,family,source,full_path
train_000032.wav,791,4,NSynth-mini,nsynth_audio/train/train_000032.wav
train_000033.wav,303,3,NSynth-mini,nsynth_audio/train/train_000033.wav
train_000034.wav,748,8,NSynth-mini,nsynth_audio/train/train_000034.wav
train_000035.wav,131,5,NSynth-mini,nsynth_audio/train/train_000035.wav
train_000036.wav,333,4,NSynth-mini,nsynth_audio/train/train_000036.wav
train_000037.wav,364,0,NSynth-mini,nsynth_audio/train/train_000037.wav
train_000038.wav,88,1,NSynth-mini,nsynth_audio/train/train_000038.wav
train_000039.wav,509,3,NSynth-mini,nsynth_audio/train/train_000039.wav
train_000040.wav,718,4,NSynth-mini,nsynth_audio/train/train_000040.wav
train_000041.wav,512,0,NSynth-mini,nsynth_audio/train/train_000041.wav
train_000042.wav,546,0,NSynth-mini,nsynth_audio/train/train_000042.wav
train_000043.wav,530,0,NSynth-mini,nsynth_audio/train/train_000043.wav
train_000044.wav,936,0,NSynth-mini,nsynth_audio/train/train_000044.wav
train_000045.wav,954,6,NSynth-mini,nsynth_audio/train/train_000045.wav
train_000046.wav,870,0,NSynth-mini,nsynth_audio/train/train_000046.wav
train_000047.wav,832,0,NSynth-mini,nsynth_audio/train/train_000047.wav
train_000048.wav,170,1,NSynth-mini,nsynth_audio/train/train_000048.wav
train_000049.wav,671,9,NSynth-mini,nsynth_audio/train/train_000049.wav
train_000050.wav,505,3,NSynth-mini,nsynth_audio/train/train_000050.wav
train_000051.wav,301,7,NSynth-mini,nsynth_audio/train/train_000051.wav
train_000052.wav,45,10,NSynth-mini,nsynth_audio/train/train_000052.wav
train_000053.wav,681,5,NSynth-mini,nsynth_audio/train/train_000053.wav
train_000054.wav,324,3,NSynth-mini,nsynth_audio/train/train_000054.wav
train_000055.wav,185,3,NSynth-mini,nsynth_audio/train/train_000055.wav
train_000056.wav,191,3,NSynth-mini,nsynth_audio/train/train_000056.wav
train_000057.wav,181,0,NSynth-mini,nsynth_audio/train/train_000057.wav
train_000058.wav,353,6,NSynth-mini,nsynth_audio/train/train_000058.wav
train_000059.wav,347,5,NSynth-mini,nsynth_audio/train/train_000059.wav
train_000060.wav,893,0,NSynth-mini,nsynth_audio/train/train_000060.wav
train_000061.wav,812,0,NSynth-mini,nsynth_audio/train/train_000061.wav
train_000062.wav,668,5,NSynth-mini,nsynth_audio/train/train_000062.wav
train_000063.wav,544,5,NSynth-mini,nsynth_audio/train/train_000063.wav
train_000064.wav,218,4,NSynth-mini,nsynth_audio/train/train_000064.wav
train_000065.wav,885,4,NSynth-mini,nsynth_audio/train/train_000065.wav
train_000066.wav,157,10,NSynth-mini,nsynth_audio/train/train_000066.wav
train_000067.wav,832,0,NSynth-mini,nsynth_audio/train/train_000067.wav
train_000068.wav,326,2,NSynth-mini,nsynth_audio/train/train_000068.wav
train_000069.wav,626,6,NSynth-mini,nsynth_audio/train/train_000069.wav
train_000070.wav,276,0,NSynth-mini,nsynth_audio/train/train_000070.wav
train_000071.wav,158,0,NSynth-mini,nsynth_audio/train/train_000071.wav
train_000072.wav,67,5,NSynth-mini,nsynth_audio/train/train_000072.wav
train_000073.wav,939,0,NSynth-mini,nsynth_audio/train/train_000073.wav
train_000074.wav,884,4,NSynth-mini,nsynth_audio/train/train_000074.wav
train_000075.wav,187,0,NSynth-mini,nsynth_audio/train/train_000075.wav
train_000076.wav,527,0,NSynth-mini,nsynth_audio/train/train_000076.wav
train_000077.wav,706,3,NSynth-mini,nsynth_audio/train/train_000077.wav
train_000078.wav,335,0,NSynth-mini,nsynth_audio/train/train_000078.wav
train_000079.wav,632,9,NSynth-mini,nsynth_audio/train/train_000079.wav
train_000080.wav,351,3,NSynth-mini,nsynth_audio/train/train_000080.wav
train_000081.wav,342,0,NSynth-mini,nsynth_audio/train/train_000081.wav
train_000082.wav,305,3,NSynth-mini,nsynth_audio/train/train_000082.wav
train_000083.wav,540,0,NSynth-mini,nsynth_audio/train/train_000083.wav
train_000084.wav,784,6,NSynth-mini,nsynth_audio/train/train_000084.wav
train_000085.wav,26,3,NSynth-mini,nsynth_audio/train/train_000085.wav
train_000086.wav,679,3,NSynth-mini,nsynth_audio/train/train_000086.wav
train_000087.wav,506,6,NSynth-mini,nsynth_audio/train/train_000087.wav
train_000088.wav,760,6,NSynth-mini,nsynth_audio/train/train_000088.wav
train_000089.wav,878,4,NSynth-mini,nsynth_audio/train/train_000089.wav
train_000090.wav,482,0,NSynth-mini,nsynth_audio/train/train_000090.wav
train_000091.wav,143,8,NSynth-mini,nsynth_audio/train/train_000091.wav
train_000092.wav,404,4,NSynth-mini,nsynth_audio/train/train_000092.wav
train_000093.wav,217,7,NSynth-mini,nsynth_audio/train/train_000093.wav
train_000094.wav,546,0,NSynth-mini,nsynth_audio/train/train_000094.wav
train_000095.wav,292,8,NSynth-mini,nsynth_audio/train/train_000095.wav
train_000096.wav,331,5,NSynth-mini,nsynth_audio/train/train_000096.wav
train_000097.wav,441,1,NSynth-mini,nsynth_audio/train/train_000097.wav
train_000098.wav,31,0,NSynth-mini,nsynth_audio/train/train_000098.wav
train_000099.wav,668,5,NSynth-mini,nsynth_audio/train/train_000099.wav
train_000100.wav,229,0,NSynth-mini,nsynth_audio/train/train_000100.wav
train_000101.wav,201,4,NSynth-mini,nsynth_audio/train/train_000101.wav
train_000102.wav,2,5,NSynth-mini,nsynth_audio/train/train_000102.wav
train_000103.wav,841,4,NSynth-mini,nsynth_audio/train/train_000103.wav
train_000104.wav,407,8,NSynth-mini,nsynth_audio/train/train_000104.wav
train_000105.wav,32,7,NSynth-mini,nsynth_audio/train/train_000105.wav
train_000106.wav,498,5,NSynth-mini,nsynth_audio/train/train_000106.wav
train_000107.wav,373,5,NSynth-mini,nsynth_audio/train/train_000107.wav
train_000108.wav,311,1,NSynth-mini,nsynth_audio/train/train_000108.wav
train_000109.wav,746,5,NSynth-mini,nsynth_audio/train/train_000109.wav
train_000110.wav,136,8,NSynth-mini,nsynth_audio/train/train_000110.wav
train_000111.wav,950,6,NSynth-mini,nsynth_audio/train/train_000111.wav
train_000112.wav,21,6,NSynth-mini,nsynth_audio/train/train_000112.wav
train_000113.wav,566,10,NSynth-mini,nsynth_audio/train/train_000113.wav
train_000114.wav,391,6,NSynth-mini,nsynth_audio/train/train_000114.wav
train_000115.wav,670,0,NSynth-mini,nsynth_audio/train/train_000115.wav
train_000116.wav,264,4,NSynth-mini,nsynth_audio/train/train_000116.wav
train_000117.wav,499,8,NSynth-mini,nsynth_audio/train/train_000117.wav
train_000118.wav,674,0,NSynth-mini,nsynth_audio/train/train_000118.wav
train_000119.wav,407,8,NSynth-mini,nsynth_audio/train/train_000119.wav
train_000120.wav,476,0,NSynth-mini,nsynth_audio/train/train_000120.wav
train_000121.wav,138,4,NSynth-mini,nsynth_audio/train/train_000121.wav
train_000122.wav,431,0,NSynth-mini,nsynth_audio/train/train_000122.wav
train_000123.wav,595,6,NSynth-mini,nsynth_audio/train/train_000123.wav
train_000124.wav,181,0,NSynth-mini,nsynth_audio/train/train_000124.wav
train_000125.wav,986,6,NSynth-mini,nsynth_audio/train/train_000125.wav
train_000126.wav,654,0,NSynth-mini,nsynth_audio/train/train_000126.wav
train_000127.wav,931,6,NSynth-mini,nsynth_audio/train/train_000127.wav
train_000128.wav,453,0,NSynth-mini,nsynth_audio/train/train_000128.wav
train_000129.wav,845,6,NSynth-mini,nsynth_audio/train/train_000129.wav
train_000130.wav,75,4,NSynth-mini,nsynth_audio/train/train_000130.wav
train_000131.wav,396,5,NSynth-mini,nsynth_audio/train/train_000131.wav
train_000132.wav,813,0,NSynth-mini,nsynth_audio/train/train_000132.wav
train_000133.wav,875,6,NSynth-mini,nsynth_audio/train/train_000133.wav
train_000134.wav,470,4,NSynth-mini,nsynth_audio/train/train_000134.wav
train_000135.wav,211,1,NSynth-mini,nsynth_audio/train/train_000135.wav
train_000136.wav,389,5,NSynth-mini,nsynth_audio/train/train_000136.wav
train_000137.wav,366,4,NSynth-mini,nsynth_audio/train/train_000137.wav
train_000138.wav,492,4,NSynth-mini,nsynth_audio/train/train_000138.wav
train_000139.wav,817,0,NSynth-mini,nsynth_audio/train/train_000139.wav
train_000140.wav,525,5,NSynth-mini,nsynth_audio/train/train_000140.wav
train_000141.wav,830,6,NSynth-mini,nsynth_audio/train/train_000141.wav
train_000142.wav,425,0,NSynth-mini,nsynth_audio/train/train_000142.wav
train_000143.wav,708,0,NSynth-mini,nsynth_audio/train/train_000143.wav
train_000144.wav,349,8,NSynth-mini,nsynth_audio/train/train_000144.wav
train_000145.wav,325,10,NSynth-mini,nsynth_audio/train/train_000145.wav
train_000146.wav,576,7,NSynth-mini,nsynth_audio/train/train_000146.wav
train_000147.wav,528,4,NSynth-mini,nsynth_audio/train/train_000147.wav
train_000148.wav,434,0,NSynth-mini,nsynth_audio/train/train_000148.wav
train_000149.wav,923,4,NSynth-mini,nsynth_audio/train/train_000149.wav
train_000150.wav,954,6,NSynth-mini,nsynth_audio/train/train_000150.wav
train_000151.wav,171,7,NSynth-mini,nsynth_audio/train/train_000151.wav
train_000152.wav,212,5,NSynth-mini,nsynth_audio/train/train_000152.wav
train_000153.wav,384,8,NSynth-mini,nsynth_audio/train/train_000153.wav
train_000154.wav,238,8,NSynth-mini,nsynth_audio/train/train_000154.wav
train_000155.wav,481,0,NSynth-mini,nsynth_audio/train/train_000155.wav
train_000156.wav,677,6,NSynth-mini,nsynth_audio/train/train_000156.wav
train_000157.wav,925,0,NSynth-mini,nsynth_audio/train/train_000157.wav
train_000158.wav,93,7,NSynth-mini,nsynth_audio/train/train_000158.wav
train_000159.wav,26,3,NSynth-mini,nsynth_audio/train/train_000159.wav
train_000160.wav,834,4,NSynth-mini,nsynth_audio/train/train_000160.wav
train_000161.wav,201,4,NSynth-mini,nsynth_audio/train/train_000161.wav
train_000162.wav,842,4,NSynth-mini,nsynth_audio/train/train_000162.wav
train_000163.wav,646,6,NSynth-mini,nsynth_audio/train/train_000163.wav
train_000164.wav,813,0,NSynth-mini,nsynth_audio/train/train_000164.wav
train_000165.wav,511,4,NSynth-mini,nsynth_audio/train/train_000165.wav
train_000166.wav,886,5,NSynth-mini,nsynth_audio/train/train_000166.wav
train_000167.wav,103,5,NSynth-mini,nsynth_audio/train/train_000167.wav
train_000168.wav,865,6,NSynth-mini,nsynth_audio/train/train_000168.wav
train_000169.wav,127,3,NSynth-mini,nsynth_audio/train/train_000169.wav
train_000170.wav,390,0,NSynth-mini,nsynth_audio/train/train_000170.wav
train_000171.wav,395,2,NSynth-mini,nsynth_audio/train/train_000171.wav
train_000172.wav,677,6,NSynth-mini,nsynth_audio/train/train_000172.wav
train_000173.wav,809,4,NSynth-mini,nsynth_audio/train/train_000173.wav
train_000174.wav,491,4,NSynth-mini,nsynth_audio/train/train_000174.wav
train_000175.wav,511,4,NSynth-mini,nsynth_audio/train/train_000175.wav
train_000176.wav,341,5,NSynth-mini,nsynth_audio/train/train_000176.wav
train_000177.wav,907,0,NSynth-mini,nsynth_audio/train/train_000177.wav
train_000178.wav,424,6,NSynth-mini,nsynth_audio/train/train_000178.wav
train_000179.wav,774,6,NSynth-mini,nsynth_audio/train/train_000179.wav
train_000180.wav,723,0,NSynth-mini,nsynth_audio/train/train_000180.wav
train_000181.wav,19,3,NSynth-mini,nsynth_audio/train/train_000181.wav
train_000182.wav,1,6,NSynth-mini,nsynth_audio/train/train_000182.wav
train_000183.wav,734,4,NSynth-mini,nsynth_audio/train/train_000183.wav
train_000184.wav,790,0,NSynth-mini,nsynth_audio/train/train_000184.wav
train_000185.wav,313,5,NSynth-mini,nsynth_audio/train/train_000185.wav
train_000186.wav,800,6,NSynth-mini,nsynth_audio/train/train_000186.wav
train_000187.wav,421,6,NSynth-mini,nsynth_audio/train/train_000187.wav
train_000188.wav,442,2,NSynth-mini,nsynth_audio/train/train_000188.wav
train_000189.wav,830,6,NSynth-mini,nsynth_audio/train/train_000189.wav
train_000190.wav,357,10,NSynth-mini,nsynth_audio/train/train_000190.wav
train_000191.wav,307,5,NSynth-mini,nsynth_audio/train/train_000191.wav
train_000192.wav,233,4,NSynth-mini,nsynth_audio/train/train_000192.wav
train_000193.wav,474,0,NSynth-mini,nsynth_audio/train/train_000193.wav
train_000194.wav,758,3,NSynth-mini,nsynth_audio/train/train_000194.wav
train_000195.wav,907,0,NSynth-mini,nsynth_audio/train/train_000195.wav
train_000196.wav,685,1,NSynth-mini,nsynth_audio/train/train_000196.wav
train_000197.wav,59,0,NSynth-mini,nsynth_audio/train/train_000197.wav
train_000198.wav,747,6,NSynth-mini,nsynth_audio/train/train_000198.wav
train_000199.wav,451,4,NSynth-mini,nsynth_audio/train/train_000199.wav
train_000200.wav,957,4,NSynth-mini,nsynth_audio/train/train_000200.wav
train_000201.wav,446,5,NSynth-mini,nsynth_audio/train/train_000201.wav
train_000202.wav,550,3,NSynth-mini,nsynth_audio/train/train_000202.wav
train_000203.wav,27,8,NSynth-mini,nsynth_audio/train/train_000203.wav
train_000204.wav,206,10,NSynth-mini,nsynth_audio/train/train_000204.wav
train_000205.wav,550,3,NSynth-mini,nsynth_audio/train/train_000205.wav
train_000206.wav,929,0,NSynth-mini,nsynth_audio/train/train_000206.wav
train_000207.wav,180,5,NSynth-mini,nsynth_audio/train/train_000207.wav
train_000208.wav,179,7,NSynth-mini,nsynth_audio/train/train_000208.wav
train_000209.wav,941,6,NSynth-mini,nsynth_audio/train/train_000209.wav
train_000210.wav,39,3,NSynth-mini,nsynth_audio/train/train_000210.wav
train_000211.wav,152,1,NSynth-mini,nsynth_audio/train/train_000211.wav
train_000212.wav,791,4,NSynth-mini,nsynth_audio/train/train_000212.wav
train_000213.wav,470,4,NSynth-mini,nsynth_audio/train/train_000213.wav
train_000214.wav,226,10,NSynth-mini,nsynth_audio/train/train_000214.wav
train_000215.wav,861,0,NSynth-mini,nsynth_audio/train/train_000215.wav
train_000216.wav,918,6,NSynth-mini,nsynth_audio/train/train_000216.wav
train_000217.wav,305,3,NSynth-mini,nsynth_audio/train/train_000217.wav
train_000218.wav,830,6,NSynth-mini,nsynth_audio/train/train_000218.wav
train_000219.wav,143,8,NSynth-mini,nsynth_audio/train/train_000219.wav
train_000220.wav,570,4,NSynth-mini,nsynth_audio/train/train_000220.wav
train_000221.wav,723,0,NSynth-mini,nsynth_audio/train/train_000221.wav
train_000222.wav,535,3,NSynth-mini,nsynth_audio/train/train_000222.wav
train_000223.wav,861,0,NSynth-mini,nsynth_audio/train/train_000223.wav
train_000224.wav,527,0,NSynth-mini,nsynth_audio/train/train_000224.wav
train_000225.wav,593,3,NSynth-mini,nsynth_audio/train/train_000225.wav
train_000226.wav,660,4,NSynth-mini,nsynth_audio/train/train_000226.wav
train_000227.wav,217,7,NSynth-mini,nsynth_audio/train/train_000227.wav
train_000228.wav,267,3,NSynth-mini,nsynth_audio/train/train_000228.wav
train_000229.wav,547,4,NSynth-mini,nsynth_audio/train/train_000229.wav
train_000230.wav,684,5,NSynth-mini,nsynth_audio/train/train_000230.wav
train_000231.wav,824,4,NSynth-mini,nsynth_audio/train/train_000231.wav
train_000232.wav,475,4,NSynth-mini,nsynth_audio/train/train_000232.wav
train_000233.wav,36,10,NSynth-mini,nsynth_audio/train/train_000233.wav
train_000234.wav,567,9,NSynth-mini,nsynth_audio/train/train_000234.wav
train_000235.wav,401,1,NSynth-mini,nsynth_audio/train/train_000235.wav
train_000236.wav,445,5,NSynth-mini,nsynth_audio/train/train_000236.wav
train_000237.wav,206,10,NSynth-mini,nsynth_audio/train/train_000237.wav
train_000238.wav,359,5,NSynth-mini,nsynth_audio/train/train_000238.wav
train_000239.wav,444,6,NSynth-mini,nsynth_audio/train/train_000239.wav
train_000240.wav,552,0,NSynth-mini,nsynth_audio/train/train_000240.wav
train_000241.wav,881,0,NSynth-mini,nsynth_audio/train/train_000241.wav
train_000242.wav,212,5,NSynth-mini,nsynth_audio/train/train_000242.wav
train_000243.wav,876,0,NSynth-mini,nsynth_audio/train/train_000243.wav
train_000244.wav,657,6,NSynth-mini,nsynth_audio/train/train_000244.wav
train_000245.wav,564,3,NSynth-mini,nsynth_audio/train/train_000245.wav
train_000246.wav,890,0,NSynth-mini,nsynth_audio/train/train_000246.wav
train_000247.wav,45,10,NSynth-mini,nsynth_audio/train/train_000247.wav
train_000248.wav,146,5,NSynth-mini,nsynth_audio/train/train_000248.wav
train_000249.wav,547,4,NSynth-mini,nsynth_audio/train/train_000249.wav
train_000250.wav,4,10,NSynth-mini,nsynth_audio/train/train_000250.wav
train_000251.wav,343,3,NSynth-mini,nsynth_audio/train/train_000251.wav
train_000252.wav,302,4,NSynth-mini,nsynth_audio/train/train_000252.wav
train_000253.wav,272,10,NSynth-mini,nsynth_audio/train/train_000253.wav
train_000254.wav,143,8,NSynth-mini,nsynth_audio/train/train_000254.wav
train_000255.wav,586,7,NSynth-mini,nsynth_audio/train/train_000255.wav
train_000256.wav,598,4,NSynth-mini,nsynth_audio/train/train_000256.wav
train_000257.wav,813,0,NSynth-mini,nsynth_audio/train/train_000257.wav
train_000258.wav,829,4,NSynth-mini,nsynth_audio/train/train_000258.wav
train_000259.wav,444,6,NSynth-mini,nsynth_audio/train/train_000259.wav
train_000260.wav,813,0,NSynth-mini,nsynth_audio/train/train_000260.wav
train_000261.wav,322,0,NSynth-mini,nsynth_audio/train/train_000261.wav
train_000262.wav,849,4,NSynth-mini,nsynth_audio/train/train_000262.wav
train_000263.wav,722,0,NSynth-mini,nsynth_audio/train/train_000263.wav
train_000264.wav,80,3,NSynth-mini,nsynth_audio/train/train_000264.wav
train_000265.wav,705,6,NSynth-mini,nsynth_audio/train/train_000265.wav
train_000266.wav,233,4,NSynth-mini,nsynth_audio/train/train_000266.wav
train_000267.wav,554,0,NSynth-mini,nsynth_audio/train/train_000267.wav
train_000268.wav,813,0,NSynth-mini,nsynth_audio/train/train_000268.wav
train_000269.wav,816,4,NSynth-mini,nsynth_audio/train/train_000269.wav
train_000270.wav,639,0,NSynth-mini,nsynth_audio/train/train_000270.wav
train_000271.wav,517,5,NSynth-mini,nsynth_audio/train/train_000271.wav
train_000272.wav,584,3,NSynth-mini,nsynth_audio/train/train_000272.wav
train_000273.wav,771,0,NSynth-mini,nsynth_audio/train/train_000273.wav
train_000274.wav,782,6,NSynth-mini,nsynth_audio/train/train_000274.wav
train_000275.wav,724,4,NSynth-mini,nsynth_audio/train/train_000275.wav
train_000276.wav,887,6,NSynth-mini,nsynth_audio/train/train_000276.wav
train_000277.wav,682,4,NSynth-mini,nsynth_audio/train/train_000277.wav
train_000278.wav,884,4,NSynth-mini,nsynth_audio/train/train_000278.wav
train_000279.wav,592,4,NSynth-mini,nsynth_audio/train/train_000279.wav
train_000280.wav,405,3,NSynth-mini,nsynth_audio/train/train_000280.wav
train_000281.wav,563,1,NSynth-mini,nsynth_audio/train/train_000281.wav
train_000282.wav,525,5,NSynth-mini,nsynth_audio/train/train_000282.wav
train_000283.wav,223,9,NSynth-mini,nsynth_audio/train/train_000283.wav
train_000284.wav,793,7,NSynth-mini,nsynth_audio/train/train_000284.wav
train_000285.wav,939,0,NSynth-mini,nsynth_audio/train/train_000285.wav
train_000286.wav,534,4,NSynth-mini,nsynth_audio/train/train_000286.wav
train_000287.wav,940,4,NSynth-mini,nsynth_audio/train/train_000287.wav
train_000288.wav,415,5,NSynth-mini,nsynth_audio/train/train_000288.wav
train_000289.wav,330,2,NSynth-mini,nsynth_audio/train/train_000289.wav
train_000290.wav,611,0,NSynth-mini,nsynth_audio/train/train_000290.wav
train_000291.wav,249,0,NSynth-mini,nsynth_audio/train/train_000291.wav
train_000292.wav,41,0,NSynth-mini,nsynth_audio/train/train_000292.wav
train_000293.wav,480,0,NSynth-mini,nsynth_audio/train/train_000293.wav
train_000294.wav,962,0,NSynth-mini,nsynth_audio/train/train_000294.wav
train_000295.wav,47,3,NSynth-mini,nsynth_audio/train/train_000295.wav
train_000296.wav,532,8,NSynth-mini,nsynth_audio/train/train_000296.wav
train_000297.wav,871,4,NSynth-mini,nsynth_audio/train/train_000297.wav
train_000298.wav,180,5,NSynth-mini,nsynth_audio/train/train_000298.wav
train_000299.wav,26,3,NSynth-mini,nsynth_audio/train/train_000299.wav
train_000300.wav,660,4,NSynth-mini,nsynth_audio/train/train_000300.wav
train_000301.wav,496,5,NSynth-mini,nsynth_audio/train/train_000301.wav
train_000302.wav,201,4,NSynth-mini,nsynth_audio/train/train_000302.wav
train_000303.wav,627,0,NSynth-mini,nsynth_audio/train/train_000303.wav
train_000304.wav,640,6,NSynth-mini,nsynth_audio/train/train_000304.wav
train_000305.wav,397,4,NSynth-mini,nsynth_audio/train/train_000305.wav
train_000306.wav,698,4,NSynth-mini,nsynth_audio/train/train_000306.wav
train_000307.wav,158,0,NSynth-mini,nsynth_audio/train/train_000307.wav
train_000308.wav,127,3,NSynth-mini,nsynth_audio/train/train_000308.wav
train_000309.wav,157,10,NSynth-mini,nsynth_audio/train/train_000309.wav
train_000310.wav,537,6,NSynth-mini,nsynth_audio/train/train_000310.wav
train_000311.wav,939,0,NSynth-mini,nsynth_audio/train/train_000311.wav
train_000312.wav,597,0,NSynth-mini,nsynth_audio/train/train_000312.wav
train_000313.wav,604,0,NSynth-mini,nsynth_audio/train/train_000313.wav
train_000314.wav,311,1,NSynth-mini,nsynth_audio/train/train_000314.wav
train_000315.wav,842,4,NSynth-mini,nsynth_audio/train/train_000315.wav
train_000316.wav,584,3,NSynth-mini,nsynth_audio/train/train_000316.wav
train_000317.wav,216,5,NSynth-mini,nsynth_audio/train/train_000317.wav
train_000318.wav,657,6,NSynth-mini,nsynth_audio/train/train_000318.wav
train_000319.wav,858,0,NSynth-mini,nsynth_audio/train/train_000319.wav
train_000320.wav,346,3,NSynth-mini,nsynth_audio/train/train_000320.wav
train_000321.wav,746,5,NSynth-mini,nsynth_audio/train/train_000321.wav
train_000322.wav,201,4,NSynth-mini,nsynth_audio/train/train_000322.wav
train_000323.wav,726,0,NSynth-mini,nsynth_audio/train/train_000323.wav
train_000324.wav,692,0,NSynth-mini,nsynth_audio/train/train_000324.wav
train_000325.wav,309,1,NSynth-mini,nsynth_audio/train/train_000325.wav
train_000326.wav,471,8,NSynth-mini,nsynth_audio/train/train_000326.wav
train_000327.wav,227,7,NSynth-mini,nsynth_audio/train/train_000327.wav
train_000328.wav,269,5,NSynth-mini,nsynth_audio/train/train_000328.wav
train_000329.wav,187,0,NSynth-mini,nsynth_audio/train/train_000329.wav
train_000330.wav,343,3,NSynth-mini,nsynth_audio/train/train_000330.wav
train_000331.wav,878,4,NSynth-mini,nsynth_audio/train/train_000331.wav
train_000332.wav,589,0,NSynth-mini,nsynth_audio/train/train_000332.wav
train_000333.wav,534,4,NSynth-mini,nsynth_audio/train/train_000333.wav
train_000334.wav,115,4,NSynth-mini,nsynth_audio/train/train_000334.wav
train_000335.wav,660,4,NSynth-mini,nsynth_audio/train/train_000335.wav
train_000336.wav,562,2,NSynth-mini,nsynth_audio/train/train_000336.wav
train_000337.wav,75,4,NSynth-mini,nsynth_audio/train/train_000337.wav
train_000338.wav,848,0,NSynth-mini,nsynth_audio/train/train_000338.wav
train_000339.wav,393,1,NSynth-mini,nsynth_audio/train/train_000339.wav
train_000340.wav,570,4,NSynth-mini,nsynth_audio/train/train_000340.wav
train_000341.wav,529,0,NSynth-mini,nsynth_audio/train/train_000341.wav
train_000342.wav,320,6,NSynth-mini,nsynth_audio/train/train_000342.wav
train_000343.wav,160,0,NSynth-mini,nsynth_audio/train/train_000343.wav
train_000344.wav,824,4,NSynth-mini,nsynth_audio/train/train_000344.wav
train_000345.wav,165,8,NSynth-mini,nsynth_audio/train/train_000345.wav
train_000346.wav,442,2,NSynth-mini,nsynth_audio/train/train_000346.wav
train_000347.wav,827,6,NSynth-mini,nsynth_audio/train/train_000347.wav
train_000348.wav,781,0,NSynth-mini,nsynth_audio/train/train_000348.wav
train_000349.wav,294,0,NSynth-mini,nsynth_audio/train/train_000349.wav
train_000350.wav,778,6,NSynth-mini,nsynth_audio/train/train_000350.wav
train_000351.wav,270,3,NSynth-mini,nsynth_audio/train/train_000351.wav
train_000352.wav,172,4,NSynth-mini,nsynth_audio/train/train_000352.wav
train_000353.wav,47,3,NSynth-mini,nsynth_audio/train/train_000353.wav
train_000354.wav,676,5,NSynth-mini,nsynth_audio/train/train_000354.wav
train_000355.wav,584,3,NSynth-mini,nsynth_audio/train/train_000355.wav
train_000356.wav,156,2,NSynth-mini,nsynth_audio/train/train_000356.wav
train_000357.wav,239,5,NSynth-mini,nsynth_audio/train/train_000357.wav
train_000358.wav,221,1,NSynth-mini,nsynth_audio/train/train_000358.wav
train_000359.wav,908,4,NSynth-mini,nsynth_audio/train/train_000359.wav
train_000360.wav,597,0,NSynth-mini,nsynth_audio/train/train_000360.wav
train_000361.wav,570,4,NSynth-mini,nsynth_audio/train/train_000361.wav
train_000362.wav,939,0,NSynth-mini,nsynth_audio/train/train_000362.wav
train_000363.wav,558,6,NSynth-mini,nsynth_audio/train/train_000363.wav
train_000364.wav,62,5,NSynth-mini,nsynth_audio/train/train_000364.wav
train_000365.wav,586,7,NSynth-mini,nsynth_audio/train/train_000365.wav
train_000366.wav,749,4,NSynth-mini,nsynth_audio/train/train_000366.wav
train_000367.wav,514,0,NSynth-mini,nsynth_audio/train/train_000367.wav
